council_district,highest_offense_desc,highest_offense,date,location,district,zip,x_coord,y_coord
2,BURGLARY OF VEHICLE,Theft,12-Dec-18,8008 S CONGRESS AVE,F,78748,3101950,10038045
7,THEFT BY SHOPLIFTING,Theft,21-Aug-18,8000 SHOAL CREEK BLVD,B,78757,3114068,10105913
8,BURG NON RESIDENCE SHEDS,Burglary,31-Dec-18,6008 PARKWOOD DR,D,78735,3079081,10059574
9,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,24-Dec-18,2400 LONGVIEW ST,B,78705,3111478,10078180
3,THEFT,Theft,2-Nov-18,2508 E RIVERSIDE DR,H,78741,3120958,10059176
9,BURGLARY OF VEHICLE,Theft,18-Nov-18,1709 FAWN DR,H,78741,3116763,10059532
4,SEXUAL ASSAULT OF CHILD/OBJECT,Rape,29-Nov-18,,E,78753,,
2,THEFT BY SHOPLIFTING,Theft,5-Dec-18,6607 CIRCLE S RD,F,78745,3104147,10043268
1,BURGLARY OF VEHICLE,Theft,22-Dec-18,MANOR RD / MAPLE AVE,C,78722,3122269,10076956
1,AGG ASSAULT FAM/DATE VIOLENCE,Agg Assault,13-Jul-18,1161 ANGELINA ST,C,78702,3120139,10071591
5,THEFT,Theft,15-Dec-18,9500 S IH 35 SVRD SB,F,78748,3099306,10032153
1,THEFT BY SHOPLIFTING,Theft,10-Dec-18,7112 ED BLUESTEIN BLVD SVRD SB,C,78723,3139035,10088006
6,BURGLARY OF VEHICLE,Theft,15-Dec-18,13450 N US 183 HWY SVRD SB,A,78750,3097652,10135650
2,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,28-Nov-18,7100 BLUFF SPRINGS RD,F,78744,3106106,10039972
1,BURGLARY OF VEHICLE,Theft,22-Dec-18,10920 RODERICK LAWSON LN,C,78754,3153501,10099852
3,BURGLARY OF VEHICLE,Theft,12-Jul-18,209 E BEN WHITE BLVD EB,D,78745,3108654,10053712
4,BURGLARY OF RESIDENCE,Burglary,17-Dec-18,9971 QUAIL BLVD,E,78758,3126850,10108213
4,AUTO THEFT,Auto Theft,15-Dec-18,905 FIELDWOOD DR,E,78758,3128162,10108325
3,BURGLARY OF VEHICLE,Theft,2-Dec-18,2100 WICKERSHAM LN,H,78741,3121437,10057605
10,SEXUAL ASSAULT W/ OBJECT,Rape,29-Jul-18,,A,78759,,
9,BURGLARY OF VEHICLE,Theft,19-Nov-18,2006 WILSON ST,D,78704,3110634,10062097
9,BURGLARY NON RESIDENCE,Burglary,7-Dec-18,411 BRAZOS ST,G,78701,3114632,10070116
4,BURGLARY OF VEHICLE,Theft,28-Dec-18,5608 AVENUE F,I,78751,3121367,10090313
2,THEFT,Theft,26-Nov-18,801 NORTH BLUFF DR,F,78745,3105722,10043444
2,BURGLARY OF VEHICLE,Theft,29-Dec-18,7207 SIR GAWAIN DR,F,78745,3099379,10042673
4,BURGLARY OF VEHICLE,Theft,13-Aug-18,8989 RESEARCH BLVD NB,E,78758,3119643,10108838
7,AUTO THEFT,Auto Theft,3-Aug-18,12612 N LAMAR BLVD,E,78753,3133413,10122909
7,THEFT,Theft,9-Aug-18,2525 W ANDERSON LN,B,78757,3116494,10102601
1,BURGLARY NON RESIDENCE,Burglary,5-Jul-18,202 W 13TH ST,B,78701,3114464,10073513
2,BURGLARY NON RESIDENCE,Burglary,12-Jul-18,3039 E SH 71 SVRD WB,H,78617,3145968,10049075
9,THEFT,Theft,1-Jul-18,2704 RIO GRANDE ST,B,78705,3113552,10079792
1,BURGLARY OF RESIDENCE,Burglary,19-Aug-18,12101 DESSAU RD,E,78754,3142326,10112910
4,BURGLARY OF VEHICLE,Theft,20-Dec-18,6700 MIDDLE FISKVILLE RD,I,78752,3124980,10093012
9,AUTO THEFT,Auto Theft,10-Oct-18,2703 SWISHER ST,B,78705,3119419,10077912
1,AGG ASSAULT FAM/DATE VIOLENCE,Agg Assault,19-Jul-18,4901 CARSONHILL DR,C,78723,3135625,10079396
8,BURGLARY OF RESIDENCE,Burglary,24-Jul-18,6401 SANDERSON AVE,D,78749,3084825,10054203
10,BURGLARY NON RESIDENCE,Burglary,26-Nov-18,1600 W 38TH ST,B,78731,3111770,10085682
2,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,30-Nov-18,6422 SOUTH MEADOWS BLVD,F,78745,3101901,10044924
9,THEFT,Theft,24-Jun-18,4105 SPEEDWAY,B,78751,3117814,10084065
,BURGLARY OF VEHICLE,Theft,28-Jun-18,10600 BREZZA LANE,UK,,,
10,THEFT,Theft,19-Oct-18,6500 CHAMPION GRANDVIEW WAY,A,78750,3097885,10105401
2,AGG ASSAULT FAM/DATE VIOLENCE,Agg Assault,26-Oct-18,7208 STONLEIGH PL,F,78744,3108618,10037980
3,THEFT,Theft,1-Oct-18,1705 SOUTH LAKESHORE BLVD,H,78741,3118669,10062285
8,THEFT FROM PERSON,Theft,11-Oct-18,2100 BARTON SPRINGS RD,D,78746,3106393,10070460
7,AGG RAPE OF A CHILD,Rape,29-Jun-18,,A,78727,,
9,THEFT,Theft,9-Sep-18,805 NECHES ST,G,78701,3116108,10071215
3,BURGLARY OF VEHICLE,Theft,26-Sep-18,1700 BURTON DR,H,78741,3119262,10059823
4,BURGLARY OF VEHICLE,Theft,8-Jul-18,1200 BROADMOOR DR,I,78723,3125735,10086793
3,THEFT OF METAL,Theft,5-Jul-18,1307 SMITH RD,C,78721,3134453,10066855
7,THEFT,Theft,29-Nov-18,12212 BRIGADOON LN,A,78727,3120056,10125893
9,THEFT FROM PERSON,Theft,13-Oct-18,400 BLOCK E 6TH ST,G,78701,3115491,10070521
3,THEFT BY SHOPLIFTING,Theft,7-Oct-18,710 E BEN WHITE BLVD SVRD WB,D,78704,3111061,10053193
8,BURGLARY OF VEHICLE,Theft,28-Jun-18,2611 BEE CAVES RD,D,78746,3100867,10069957
2,BURGLARY OF VEHICLE,Theft,2-Aug-18,6201 S CONGRESS AVE,F,78745,3104469,10045565
6,BURGLARY OF VEHICLE,Theft,25-Jun-18,11401 BOULDER LN,A,78726,3086123,10132879
9,THEFT,Theft,3-Jul-18,4600 AVENUE C,B,78751,3118283,10086715
8,BURGLARY OF VEHICLE,Theft,15-Jul-18,3202 S MOPAC EXPY SB,D,78746,3094445,10064104
5,BURGLARY OF VEHICLE,Theft,28-Jun-18,10301 OLD SAN ANTONIO RD,F,78748,3098710,10028200
9,THEFT,Theft,23-Jun-18,710 W 6TH ST,G,78701,3112006,10071496
1,THEFT,Theft,28-Sep-18,5804 GRAMPIAN CV,C,78754,3152355,10104669
5,BURGLARY OF VEHICLE,Theft,8-Jul-18,8307 MINNESOTA LN,F,78745,3091008,10042137
8,THEFT,Theft,31-Aug-18,8405 OLD BEE CAVES RD,D,78735,3068860,10063597
10,BURGLARY OF VEHICLE,Theft,20-Oct-18,12148 JOLLYVILLE RD,A,78759,3106163,10129192
1,THEFT,Theft,7-Sep-18,6707 CAMERON RD,I,78752,3129252,10090848
6,THEFT BY SHOPLIFTING,Theft,6-Jul-18,11200 LAKELINE MALL DR,A,78613,3092523,10143915
1,BURGLARY OF VEHICLE,Theft,19-Sep-18,6612 BRADLEY DR,I,78723,3134593,10088494
4,BURG NON RESIDENCE SHEDS,Burglary,13-Aug-18,9725 N IH 35 SVRD NB,E,78753,3131748,10105245
9,THEFT,Theft,6-Jul-18,907 S CONGRESS AVE,H,78704,3112948,10065846
4,BURGLARY OF VEHICLE,Theft,1-Aug-18,5660 N IH 35 SVRD SB,I,78751,3124870,10088945
1,BURGLARY OF VEHICLE,Theft,30-Oct-18,6907 DUQUESNE DR,I,78723,3133186,10090110
10,THEFT BY SHOPLIFTING,Theft,12-Aug-18,9828 GREAT HILLS TRL,A,78759,3111519,10116674
5,BURGLARY NON RESIDENCE,Burglary,20-Sep-18,100 W FM 1626 RD,F,78748,3095343,10025291
10,THEFT,Theft,28-Jul-18,3314 LOOKOUT LN,B,78746,3093759,10093006
3,BURGLARY OF VEHICLE,Theft,14-Jul-18,1301 CROSSING PL,H,78741,3123895,10059508
9,THEFT,Theft,28-Sep-18,1600 STEPHEN F AUSTIN DR,B,78703,3107206,10071692
4,RAPE,Rape,28-Jul-18,,I,78752,,
3,BURGLARY OF VEHICLE,Theft,5-Jul-18,400 GROVE BLVD,H,78741,3127604,10062111
4,AGG ROBBERY/DEADLY WEAPON,Robbery,25-Jul-18,9300 NORTHGATE BLVD,E,78758,3122003,10108886
9,THEFT,Theft,3-Sep-18,300 E 4TH ST,G,78701,3114942,10069872
1,BURGLARY OF VEHICLE,Theft,12-Aug-18,1302 COLETO ST,C,78702,3122287,10073627
1,AGG ASSAULT,Agg Assault,29-Aug-18,2606 WHELESS LN,I,78723,3133582,10086395
,THEFT FROM AUTO,Theft,7-Aug-18,9601 S IH 35 SVRD NB,F,78744,3100981,10031509
6,THEFT BY SHOPLIFTING,Theft,28-Sep-18,14028 N US 183 HWY SVRD SB,A,78613,3093585,10146428
5,THEFT,Theft,11-Oct-18,9911 BRODIE LN,F,78748,3081605,10039615
9,THEFT BY SHOPLIFTING,Theft,29-Sep-18,1000 E 41ST ST,B,78751,3121344,10082703
3,THEFT,Theft,27-Aug-18,3201 SANTA FE DR,H,78741,3116664,10053418
6,BURGLARY OF VEHICLE,Theft,19-Jul-18,8801 N FM 620 RD,A,78726,3081507,10127990
3,THEFT BY SHOPLIFTING,Theft,26-Jun-18,710 E BEN WHITE BLVD SVRD WB,D,78704,3111061,10053193
7,THEFT FROM AUTO,Theft,22-Sep-18,12400 N IH 35 SVRD NB,E,78753,3134581,10120818
4,AGG ROBBERY/DEADLY WEAPON,Robbery,4-Sep-18,9125 NORTH PLZ,E,78753,3131662,10102587
6,AGG ROBBERY/DEADLY WEAPON,Robbery,4-Sep-18,8101 SAN FELIPE BLVD,A,78729,3104075,10132369
2,THEFT,Theft,13-Sep-18,4500 E BEN WHITE BLVD EB,F,78744,3120715,10051136
2,THEFT,Theft,5-Aug-18,2705 HOEKE LN,H,78744,3131489,10050992
4,BURGLARY OF VEHICLE,Theft,3-Jul-18,9121 N IH 35 SVRD NB,E,78753,3130598,10103050
5,BURGLARY OF VEHICLE,Theft,5-Aug-18,11445 HILLHAVEN DR,F,78748,3085049,10029152
8,THEFT,Theft,9-Oct-18,5017 W US 290 HWY SVRD EB,D,78749,3089371,10057773
1,THEFT,Theft,10-Sep-18,7224 NORTHEAST DR,I,78723,3133640,10090689
4,THEFT,Theft,20-Sep-18,1030 NORWOOD PARK BLVD,I,78753,3129996,10096983
6,BURGLARY OF VEHICLE,Theft,23-Sep-18,12507 TURTLE ROCK RD,A,78729,3102755,10135973
7,THEFT FROM AUTO,Theft,1-Aug-18,7685 NORTHCROSS DR,B,78757,3115824,10102130
10,BURGLARY OF VEHICLE,Theft,19-Aug-18,3800 MOUNT BONNELL RD,B,78731,3104170,10089793
9,BURGLARY OF RESIDENCE,Burglary,23-Sep-18,2412 LITTLE JOHN LN,D,78704,3112702,10058850
9,BURGLARY OF VEHICLE,Theft,29-Sep-18,50 EAST AVE,G,78701,3115762,10066662
9,BURGLARY OF VEHICLE,Theft,6-Aug-18,112 W 33RD ST,B,78705,3116050,10081828
5,BURGLARY OF VEHICLE,Theft,19-Oct-18,2708 S LAMAR BLVD,D,78704,3102489,10062096
9,AUTO THEFT,Auto Theft,21-Jul-18,3300 ROBINSON AVE,C,78722,3120924,10079134
3,THEFT,Theft,9-Aug-18,3611 WILSON ST,D,78704,3107943,10056107
4,THEFT,Theft,14-Oct-18,9014 SHEPARD DR,E,78753,3127586,10104513
2,THEFT FROM AUTO,Theft,22-Sep-18,901 LITTLE TEXAS LN,F,78745,3106583,10045152
1,BURGLARY OF RESIDENCE,Burglary,26-Sep-18,3407 PENNSYLVANIA AVE,C,78721,3128926,10073772
9,BURGLARY OF RESIDENCE,Burglary,29-Oct-18,4509 DEPEW AVE,B,78751,3121774,10084285
9,BURGLARY OF VEHICLE,Theft,17-Dec-18,809 W 30TH ST,B,78705,3113306,10081603
9,AGG ROBBERY/DEADLY WEAPON,Robbery,17-Dec-18,201 E 6TH ST,G,78701,3114771,10070534
9,BURGLARY OF VEHICLE,Theft,9-Aug-18,2101 N LAMAR BLVD,B,78705,3110994,10077036
3,THEFT,Theft,2-Sep-18,6010 E RIVERSIDE DR,H,78741,3126195,10055989
1,AGG RAPE OF A CHILD,Rape,16-Aug-18,,C,78702,,
9,THEFT,Theft,14-Oct-18,710 W 6TH ST,G,78701,3112006,10071496
9,BURGLARY OF VEHICLE,Theft,30-Jul-18,1506 ASHWOOD RD,C,78722,3123138,10080368
2,THEFT FROM AUTO,Theft,21-Aug-18,4911 S IH 35 SVRD NB,F,78744,3110342,10048148
7,BURGLARY OF VEHICLE,Theft,8-Sep-18,12138 N LAMAR BLVD,E,78758,3133053,10118644
5,AUTO THEFT,Auto Theft,25-Jul-18,10801 S IH 35 SVRD NB,F,78747,3099494,10025510
2,BURGLARY OF RESIDENCE,Burglary,13-Sep-18,6911 LUNAR DR,F,78745,3101875,10042619
7,AUTO THEFT,Auto Theft,10-Oct-18,810 JUSTIN LN,I,78757,3120877,10096066
1,THEFT,Theft,31-Dec-18,7112 ED BLUESTEIN BLVD SVRD SB,C,78723,3139035,10088006
1,THEFT,Theft,19-Sep-18,12345 DESSAU RD,E,78754,3143394,10115415
9,THEFT FROM AUTO,Theft,2-Oct-18,811 TRINITY ST,G,78701,3115780,10071325
9,THEFT OF BICYCLE,Theft,22-Aug-18,W 6TH ST / CONGRESS AVE,G,78701,3114309,10070753
7,THEFT,Theft,19-Oct-18,1501 E HOWARD LN,E,78754,3144856,10121346
3,BURGLARY NON RESIDENCE,Burglary,15-Sep-18,1105 E 6TH ST,G,78702,3117983,10069547
7,THEFT,Theft,12-Sep-18,10225 RESEARCH BLVD SVRD NB,A,78759,3112289,10116893
9,THEFT,Theft,1-Sep-18,343 S CONGRESS AVE,H,78704,3113235,10066778
6,BURGLARY OF VEHICLE,Theft,28-Jun-18,6409 MELROSE TRL,A,78727,3110919,10133009
7,BURGLARY NON RESIDENCE,Burglary,16-Oct-18,8868 RESEARCH BLVD SVRD SB,I,78757,3120679,10107626
5,THEFT OF BICYCLE,Theft,18-Sep-18,WEST GATE BLVD / S LAMAR BLVD SVRD NB,D,78745,3096388,10057210
1,ROBBERY BY ASSAULT,Robbery,29-Aug-18,E 10TH ST / BRAZOS ST,G,78701,3115142,10071996
8,BURG NON RESIDENCE SHEDS,Burglary,7-Oct-18,3605 ROCKY FORD DR,D,78749,3079331,10037511
3,THEFT,Theft,10-Jul-18,901 W BEN WHITE BLVD SVRD EB,D,78745,3104682,10055364
3,THEFT,Theft,10-Oct-18,2701 E 7TH ST,C,78702,3124305,10067892
10,THEFT,Theft,12-Oct-18,5204 FM 2222 RD,B,78731,3100043,10102810
3,THEFT,Theft,2-Nov-18,2701 E 7TH ST,C,78702,3124305,10067892
2,AUTO THEFT,Auto Theft,15-Sep-18,5205 BOGEY CT,F,78744,3115854,10043979
9,BURGLARY OF VEHICLE,Theft,9-Aug-18,200 LAVACA ST,G,78701,3113125,10069731
4,THEFT FROM AUTO,Theft,21-Sep-18,7418 CAMERON RD,I,78752,3130312,10093656
5,BURGLARY OF VEHICLE,Theft,19-Oct-18,2020 W BEN WHITE BLVD SVRD WB,D,78704,3100171,10056951
2,THEFT,Theft,28-Sep-18,7111 S IH 35 SVRD NB,F,78744,3105353,10040182
5,AUTO THEFT,Auto Theft,2-Dec-18,BERKELEY AVE / MANCHACA RD,D,78745,3095266,10048755
3,AGG ASSAULT,Agg Assault,20-Sep-18,201 W BEN WHITE BLVD SVRD EB,D,78745,3107731,10054028
5,BURGLARY NON RESIDENCE,Burglary,8-Sep-18,2110 W SLAUGHTER LN,F,78748,3088927,10036469
7,THEFT,Theft,8-Sep-18,3401 W PARMER LN,A,78727,3123458,10126575
2,AUTO THEFT,Auto Theft,3-Nov-18,7501 KNOCKFIN DR,F,78744,3118483,10031964
9,THEFT OF BICYCLE,Theft,11-Oct-18,1316 S CONGRESS AVE,D,78704,3112293,10064375
8,BURGLARY OF VEHICLE,Theft,29-Oct-18,4401 W WILLIAM CANNON DR,D,78749,3083902,10053601
1,AUTO THEFT,Auto Theft,20-Aug-18,305 E YAGER LN,E,78753,3136997,10117851
3,BURGLARY OF VEHICLE,Theft,9-Oct-18,1200 E 4TH ST,G,78702,3118012,10068867
6,THEFT BY SHOPLIFTING,Theft,13-Jul-18,11200 LAKELINE MALL DR,A,78613,3092523,10143915
9,THEFT,Theft,29-Jul-18,W 5TH ST / LAVACA ST,G,78701,3113449,10070635
9,AUTO THEFT,Auto Theft,29-Jun-18,400 BLOCK E 30TH ST,B,78705,3116578,10079774
5,THEFT,Theft,15-Oct-18,815 W SLAUGHTER LN,F,78748,3095023,10035975
7,THEFT BY SHOPLIFTING,Theft,30-Jul-18,13609 N IH 35 SVRD NB,E,78753,3135873,10127479
6,BURGLARY OF VEHICLE,Theft,21-Aug-18,10900 LAKELINE MALL DR,A,78717,3095631,10145975
9,THEFT,Theft,21-Aug-18,4411 AIRPORT BLVD,B,78722,3123316,10083006
,THEFT,Theft,28-Jun-18,UNKNOWN,UK,,,
8,BURGLARY OF VEHICLE,Theft,22-Sep-18,1209 WILDERNESS DR,D,78746,3096840,10071036
3,BURGLARY OF VEHICLE,Theft,31-Oct-18,2101 E CESAR CHAVEZ ST,C,78702,3120990,10066544
9,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,5-Aug-18,717 E 7TH ST,G,78701,3116761,10070297
5,BURGLARY OF VEHICLE,Theft,25-Oct-18,1701 OAK HILL LN,F,78744,3101819,10033162
5,THEFT,Theft,20-Oct-18,910 JOSEPHINE ST,D,78704,3108258,10066522
4,THEFT BY SHOPLIFTING,Theft,8-Aug-18,8201 N LAMAR BLVD,E,78753,3124479,10101091
8,BURGLARY OF VEHICLE,Theft,19-Oct-18,5417 S MOPAC EXPY SVRD NB,D,78749,3088976,10056419
1,THEFT,Theft,2-Dec-18,5800 TECHNI CENTER DR,C,78721,3136581,10075175
1,THEFT,Theft,14-Dec-18,7208 GUNNISON PASS,C,78724,3142375,10086842
7,BURGLARY OF VEHICLE,Theft,15-Dec-18,12138 N LAMAR BLVD,E,78758,3133053,10118644
8,AGG ASSAULT,Agg Assault,7-Dec-18,5000 W SLAUGHTER LN,D,78749,3076659,10045257
3,BURGLARY OF VEHICLE,Theft,9-Oct-18,3400 LAGUNA DR,H,78741,3116681,10052836
1,BURGLARY NON RESIDENCE,Burglary,19-Nov-18,5907 MANOR RD,I,78723,3134067,10085303
1,THEFT,Theft,20-Dec-18,10301 N IH 35 SVRD NB,E,78753,3132744,10107190
4,AGG ASLT W/MOTOR VEH FAM/DAT V,Agg Assault,21-Dec-18,600 BARWOOD PARK,E,78753,3128170,10100704
7,THEFT FROM AUTO,Theft,23-Nov-18,2900 CENTURY PARK BLVD,A,78727,3127947,10131892
8,BURGLARY OF VEHICLE,Theft,14-Oct-18,5728 WALSER CV,D,78735,3072998,10063081
3,THEFT,Theft,11-Jul-18,1616 ROYAL CREST DR,H,78741,3118093,10060162
8,BURGLARY OF VEHICLE,Theft,15-Nov-18,2901 S CAPITAL OF TEXAS HWY NB,D,78746,3094135,10066586
2,THEFT OF BICYCLE,Theft,31-Oct-18,7330 BLUFF SPRINGS RD,F,78744,3106388,10038359
9,THEFT,Theft,24-Nov-18,118 E OLTORF ST,H,78704,3111550,10060031
2,THEFT,Theft,1-Nov-18,500 W WILLIAM CANNON DR,F,78745,3101557,10044440
9,THEFT FROM BUILDING,Theft,4-Nov-18,205 E MONROE ST,H,78704,3112615,10063183
10,BURG NON RESIDENCE SHEDS,Burglary,9-Nov-18,11316 JOLLYVILLE RD,A,78759,3111438,10122706
6,THEFT BY SHOPLIFTING,Theft,17-Nov-18,11200 LAKELINE MALL DR,A,78613,3092523,10143915
9,BURGLARY OF VEHICLE,Theft,11-Sep-18,PARKWAY / W 24TH ST,B,78703,3110559,10078250
8,THEFT,Theft,16-Oct-18,2100 BARTON SPRINGS RD,D,78746,3106393,10070460
10,AUTO THEFT,Auto Theft,18-Oct-18,11514 RESEARCH BLVD SVRD SB,A,78759,3112008,10123174
8,AGG ASSAULT WITH MOTOR VEH,Agg Assault,9-Sep-18,4000 BLOCK W SLAUGHTER LN,D,78749,3078927,10041487
9,AUTO THEFT,Auto Theft,24-Aug-18,4021 N IH 35 SVRD NB,C,78722,3122060,10081517
1,THEFT,Theft,16-Aug-18,6916 WENTWORTH DR,C,78724,3150145,10081781
6,THEFT,Theft,20-Nov-18,13355 N US 183 HWY NB,A,78729,3099043,10134588
10,AUTO THEFT,Auto Theft,16-Aug-18,2309 PRUETT ST,B,78703,3105014,10075314
8,BURGLARY OF VEHICLE,Theft,30-Jul-18,3621 W SLAUGHTER LN,D,78749,3079999,10039550
9,THEFT OF BICYCLE,Theft,31-Jul-18,2021 GUADALUPE ST,B,78705,3114666,10076362
9,AUTO THEFT,Auto Theft,20-Nov-18,500 E RIVERSIDE DR,H,78704,3114362,10065489
7,THEFT,Theft,27-Nov-18,2438 W ANDERSON LN,B,78757,3117181,10103209
3,THEFT BY SHOPLIFTING,Theft,20-Nov-18,2508 E RIVERSIDE DR,H,78741,3120958,10059176
10,AUTO THEFT,Auto Theft,4-Aug-18,6805 WOOD HOLLOW DR,B,78731,3109874,10100653
5,THEFT OF LICENSE PLATE,Theft,15-Aug-18,10600 OLD SAN ANTONIO RD,F,78748,3097577,10027317
8,AUTO THEFT,Auto Theft,16-Aug-18,6801 BECKETT RD,D,78749,3079502,10054571
7,THEFT FROM AUTO,Theft,26-Nov-18,4905 TRANSIT CIR,A,78727,3118534,10129526
4,BURGLARY OF VEHICLE,Theft,18-Nov-18,937 REINLI ST,I,78751,3124358,10089345
4,BURGLARY OF RESIDENCE,Burglary,12-Jul-18,11211 PTARMIGAN DR,E,78758,3125589,10115009
10,BURGLARY OF VEHICLE,Theft,2-Aug-18,11680 RESEARCH BLVD SVRD SB,A,78759,3111643,10125308
2,BURGLARY OF VEHICLE,Theft,4-Dec-18,5507 PEPPERTREE PKWY,F,78744,3111746,10044396
2,THEFT,Theft,1-Dec-18,6111 PINO LN,F,78744,3112352,10041432
8,BURGLARY OF VEHICLE,Theft,3-Dec-18,7507 ISLANDER DR,D,78749,3081447,10050862
2,BURGLARY OF VEHICLE,Theft,4-Dec-18,7500 S IH 35 NB,F,78744,3104305,10038842
3,THEFT,Theft,18-Dec-18,1808 E CESAR CHAVEZ ST,G,78702,3120067,10067043
3,ROBBERY BY ASSAULT,Robbery,16-Dec-18,1523 TINNIN FORD RD,H,78741,3119840,10060848
7,THEFT BY SHOPLIFTING,Theft,12-Nov-18,3200 PALM WAY,A,78758,3119483,10119990
4,BURGLARY OF VEHICLE,Theft,8-Dec-18,8565 RESEARCH BLVD SVRD NB,E,78758,3121769,10104851
9,AGG ASSAULT,Agg Assault,9-Oct-18,400 E 5TH ST,G,78701,3115356,10070087
4,THEFT,Theft,11-Dec-18,8311 RESEARCH BLVD SVRD NB,E,78758,3122242,10103148
3,AUTO THEFT,Auto Theft,22-Oct-18,2414 VENTURA DR,H,78741,3117132,10052243
4,THEFT,Theft,9-Jul-18,401 MASTERSON PASS,E,78753,3129981,10108209
5,BURGLARY OF RESIDENCE,Burglary,3-Dec-18,3405 SOUTH OAK DR,D,78704,3103564,10058758
1,THEFT BY SHOPLIFTING,Theft,22-Dec-18,1167 WEBBERVILLE RD,C,78721,3132255,10074592
1,THEFT,Theft,6-Jul-18,6201 E US 290 HWY EB,I,78723,3126660,10090627
3,THEFT,Theft,2-Dec-18,302 MONTOPOLIS DR,H,78741,3130355,10061742
4,THEFT BY SHOPLIFTING,Theft,26-Sep-18,9432 PARKFIELD DR,E,78758,3124942,10107598
6,BURGLARY OF VEHICLE,Theft,26-Dec-18,8104 ELKHORN MOUNTAIN TRL,A,78729,3104619,10134587
1,BURGLARY OF VEHICLE,Theft,1-Dec-18,7613 URAY DR,C,78724,3142144,10088945
9,THEFT,Theft,11-Nov-18,500 E 7TH ST,G,78701,3115951,10070759
9,BURGLARY OF VEHICLE,Theft,5-Dec-18,1302 S 1ST ST,D,78704,3110746,10064633
7,AUTO THEFT,Auto Theft,8-Sep-18,3001 ESPERANZA XING,A,78758,3119904,10118288
5,BURGLARY OF VEHICLE,Theft,17-Oct-18,2605 ROCKINGHAM DR,D,78704,3101342,10064219
9,THEFT,Theft,12-Nov-18,1603 SUMMIT ST,H,78741,3116895,10061066
4,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,21-Jul-18,1071 CLAYTON LN,I,78723,3126309,10089393
1,BURGLARY NON RESIDENCE,Burglary,8-Aug-18,8906 WALL ST,E,78754,3136206,10098294
5,BURGLARY OF VEHICLE,Theft,23-Aug-18,2000 IDLEWILDE RUN DR,F,78744,3102518,10031039
7,THEFT,Theft,5-Dec-18,10201 STONELAKE BLVD,A,78759,3114356,10116458
2,BURGLARY OF VEHICLE,Theft,12-Dec-18,100 METEOR DR,F,78745,3103155,10042166
6,BURGLARY OF VEHICLE,Theft,13-Dec-18,10010 ANDERSON MILL RD,A,78750,3094982,10135595
3,BURGLARY OF RESIDENCE,Burglary,23-Dec-18,701 WOODWARD ST,D,78704,3111727,10055165
4,BURGLARY OF RESIDENCE,Burglary,4-Aug-18,5503 DELWOOD DR,I,78723,3130126,10085612
3,THEFT BY SHOPLIFTING,Theft,7-Sep-18,5510 S IH 35 SVRD SB,D,78745,3108051,10046007
3,THEFT,Theft,5-Dec-18,4609 BOLM RD,C,78702,3128623,10068576
9,THEFT OF LICENSE PLATE,Theft,19-Sep-18,605 ELMWOOD PL,B,78705,3117102,10078914
4,THEFT BY SHOPLIFTING,Theft,30-Nov-18,5621 N IH 35 SVRD NB,I,78723,3125467,10088596
8,BURGLARY OF VEHICLE,Theft,10-Dec-18,4424 GAINES RANCH LOOP,D,78735,3091113,10060982
10,BURGLARY OF VEHICLE,Theft,20-Dec-18,4411 SPICEWOOD SPRINGS RD,B,78731,3108358,10108761
9,BURGLARY OF VEHICLE,Theft,21-Nov-18,301 E 8TH ST,G,78701,3115386,10070952
7,AUTO THEFT,Auto Theft,11-Dec-18,15424 FM 1825 RD,E,78660,3137673,10137160
3,THEFT OF AUTO PARTS,Theft,21-Oct-18,4812 S IH 35 SVRD SB,D,78745,3110097,10048508
3,AUTO THEFT,Auto Theft,29-Dec-18,2301 SANTA ROSA ST,C,78702,3122170,10067356
4,BURGLARY OF VEHICLE,Theft,28-Nov-18,8900 N IH 35 SVRD SB,E,78753,3129387,10102200
6,BURGLARY OF VEHICLE,Theft,2-Nov-18,4808 WIND RIVER RD,A,78759,3114180,10122878
4,BURGLARY OF VEHICLE,Theft,22-Dec-18,818 E 53RD ST,I,78751,3122982,10087596
4,AUTO THEFT,Auto Theft,21-Nov-18,1088 PARK PLZ,E,78753,3131784,10100561
6,BURGLARY OF VEHICLE,Theft,18-Dec-18,11404 PICKFAIR DR,A,78750,3092420,10134023
4,THEFT BY SHOPLIFTING,Theft,3-Sep-18,8900 N LAMAR BLVD,E,78758,3126923,10103871
9,BURGLARY OF VEHICLE,Theft,9-Dec-18,OAKLAND AVE / W 5TH ST,B,78703,3108399,10072395
2,THEFT,Theft,18-Dec-18,3600 PRESIDENTIAL BLVD,AP,78719,3138850,10047302
7,BURGLARY OF VEHICLE,Theft,24-Oct-18,1200 E PARMER LN,E,78753,3141599,10117562
2,BURGLARY OF VEHICLE,Theft,13-Jul-18,4904 MERRITT DR,F,78744,3111598,10047133
9,THEFT OF BICYCLE,Theft,8-Oct-18,312 W 34TH ST,B,78705,3115710,10082227
1,RAPE,Rape,12-Aug-18,,E,78753,,
9,THEFT,Theft,16-Jul-18,402 E 6TH ST,G,78701,3115521,10070515
